scenario;category;metric;device;year;value;unit
residential2;optimization;tac_distr;;;167361;EUR/a
residential2;optimization;co2_distr;;;2115;t/a
residential2;optimization;tac_per_distr_year;;0;196360;EUR/a
residential2;optimization;co2_sum_distr_year;;0;1447;t/a
residential2;optimization;LCOE_year;;0;60.42167987600103;EUR/MWh
residential2;optimization;tac_per_distr_year;;5;165566;EUR/a
residential2;optimization;co2_sum_distr_year;;5;400;t/a
residential2;optimization;LCOE_year;;5;56.89637475149846;EUR/MWh
residential2;optimization;tac_per_distr_year;;10;152265;EUR/a
residential2;optimization;co2_sum_distr_year;;10;177;t/a
residential2;optimization;LCOE_year;;10;56.58677101686692;EUR/MWh
residential2;optimization;tac_per_distr_year;;15;135986;EUR/a
residential2;optimization;co2_sum_distr_year;;15;90;t/a
residential2;optimization;LCOE_year;;15;54.499680498999595;EUR/MWh
residential2;optimization;tac_per_distr_year;;20;128360;EUR/a
residential2;optimization;co2_sum_distr_year;;20;0;t/a
residential2;optimization;LCOE_year;;20;55.72540337631606;EUR/MWh
residential2;cost;co2_tax_total;;;0;EUR/a
residential2;cost;total_inv_cost;;;893294;EUR/a
residential2;cost;total_inv_cost_unsubsidized;;;1065306;EUR/a
residential2;cost;total_ann_inv_cost;;;61133;EUR/a
residential2;cost;total_ann_inv_cost_unsubsidized;;;73834;EUR/a
residential2;cost;total_om_cost;;;18135;EUR/a
residential2;cost;supply_costs_el;;;111321;EUR/a
residential2;cost;cap_costs_el;;;0;EUR/a
residential2;cost;total_el_costs;;;111321;EUR/a
residential2;cost;rev_feed_in_el;;;0;EUR/a
residential2;cost;supply_costs_gas;;;0;EUR/a
residential2;cost;cap_costs_gas;;;0;EUR/a
residential2;cost;total_gas_costs;;;0;EUR/a
residential2;cost;rev_feed_in_gas;;;0;EUR/a
residential2;cost;supply_costs_biom;;;0;EUR/a
residential2;cost;supply_costs_waste;;;0;EUR/a
residential2;cost;supply_costs_hydrogen;;;0;EUR/a
residential2;co2;co2_onsite_emissions;;;0;t/a
residential2;co2;co2_credit_feedin;;;0;t/a
residential2;co2;total_co2_el;;;0.0;t/a
residential2;co2;total_co2_el_feed_in;;;0.0;t/a
residential2;co2;total_co2_gas;;;0;t/a
residential2;co2;total_co2_gas_feed_in;;;0;t/a
residential2;co2;total_co2_biom;;;0;t/a
residential2;co2;total_co2_waste;;;0;t/a
residential2;co2;total_co2_hydrogen;;;0;t/a
residential2;grid;from_el_grid_total;;;19673;MWh
residential2;grid;to_el_grid_total;;;0;MWh
residential2;grid;from_el_main_grid_total;;;15880;MWh
residential2;grid;to_el_main_grid_total;;;0;MWh
residential2;grid;from_network_total;;;3792;MWh
residential2;grid;to_network_total;;;0;MWh
residential2;grid;from_gas_grid_total;;;0;MWh
residential2;grid;to_gas_grid_total;;;0;MWh
residential2;grid;biom_import_total;;;0;MWh
residential2;grid;waste_import_total;;;0;MWh
residential2;grid;hydrogen_import_total;;;0;MWh
residential2;grid;max_el_from_grid;;;339;kW
residential2;grid;max_el_to_grid;;;0;kW
residential2;grid;max_el_from_main_grid;;;339;kW
residential2;grid;max_el_to_main_grid;;;0;kW
residential2;grid;max_el_from_network;;;280;kW
residential2;grid;max_el_to_network;;;0;kW
residential2;grid;max_gas_from_grid;;;0;kW
residential2;grid;max_gas_to_grid;;;0;kW
residential2;grid;max_biom;;;0;
residential2;grid;max_waste;;;0;
residential2;grid;max_hydrogen;;;0;
residential2;area;PV;PV;;0;qm
residential2;area;STC;STC;;0;qm
residential2;storage_volume;vol_liter;TES;;34576.6;l
residential2;storage_volume;vol_liter;CTES;;0;l
residential2;device;capacity;HP;;544.8;kW
residential2;device_cost;inv;HP;;246608.69;EUR
residential2;device_cost;inv_unsubsidized;HP;;411014.49;EUR
residential2;device_cost;ann_inv;HP;;18129.86;EUR/a
residential2;device_cost;ann_inv_unsubsidized;HP;;30216.44;EUR/a
residential2;device_cost;om_cost;HP;;13563.48;EUR/a
residential2;device;capacity;EB;;65.6;kW
residential2;device_cost;inv;EB;;29531.49;EUR
residential2;device_cost;inv_unsubsidized;EB;;29531.49;EUR
residential2;device_cost;ann_inv;EB;;2171.06;EUR/a
residential2;device_cost;ann_inv_unsubsidized;EB;;2171.06;EUR/a
residential2;device_cost;om_cost;EB;;295.31;EUR/a
residential2;device;capacity;BBOI;;385.8;kW
residential2;device_cost;inv;BBOI;;30360.36;EUR
residential2;device_cost;inv_unsubsidized;BBOI;;30360.36;EUR
residential2;device_cost;ann_inv;BBOI;;2452.99;EUR/a
residential2;device_cost;ann_inv_unsubsidized;BBOI;;2452.99;EUR/a
residential2;device_cost;om_cost;BBOI;;607.21;EUR/a
residential2;device;capacity;TES;;1204.4;kWh
residential2;device_cost;inv;TES;;11410.29;EUR
residential2;device_cost;inv_unsubsidized;TES;;19017.15;EUR
residential2;device_cost;ann_inv;TES;;921.9;EUR/a
residential2;device_cost;ann_inv_unsubsidized;TES;;1536.5;EUR/a
residential2;device_cost;om_cost;TES;;247.22;EUR/a
residential2;peak;peak_heat_uncl;;;{0: 970.6284436293638, 5: 868.2006711416396, 10: 794.0446580483563, 15: 727.5830813445712, 20: 660.6626621037975};kW
residential2;peak;peak_power_uncl;;;96.1004528296707;kW
residential2;peak;peak_heat_cl;;;695.3858716393246;kW
residential2;peak;peak_power_cl;;;86.57150200569849;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;STC;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;0;2141475.059;kWh
residential2;heat_profile_devs_by_year;heat_kW;HP;0;544;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;0;47317.15;kWh
residential2;heat_profile_devs_by_year;heat_kW;EB;0;65;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;AC;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;CHP;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BOI;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;GHP;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BCHP;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BBOI;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WCHP;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WBOI;0;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;0;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;FC;0;0;kW
residential2;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;0;;MWh
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;STC;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;5;1954544.446;kWh
residential2;heat_profile_devs_by_year;heat_kW;HP;5;544;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;EB;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;AC;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;CHP;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BOI;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;GHP;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BCHP;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BBOI;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WCHP;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WBOI;5;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;5;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;FC;5;0;kW
residential2;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;5;;MWh
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;STC;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;10;1788746.762;kWh
residential2;heat_profile_devs_by_year;heat_kW;HP;10;544;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;EB;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;AC;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;CHP;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BOI;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;GHP;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BCHP;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BBOI;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BBOI;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WCHP;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WCHP;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;WBOI;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;WBOI;10;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;FC;10;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;FC;10;0;kW
residential2;tes_charge_loss_by_year;tes_charge_loss_kwh;TES;10;;MWh
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;STC;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;STC;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;HP;15;1640515.858;kWh
residential2;heat_profile_devs_by_year;heat_kW;HP;15;544;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;EB;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;EB;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;AC;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;AC;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;CHP;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;CHP;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BOI;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BOI;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;GHP;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;GHP;15;0;kW
residential2;heat_profile_energy_by_year;heat_profile_energy_kwh;BCHP;15;0.0;kWh
residential2;heat_profile_devs_by_year;heat_kW;BCHP;15;0;kW
