Support_Year;Cluster;Timestep;Heat_Demand_kW
0;0;0;1250.515
0;0;1;1309.75
0;0;2;1350.586
0;0;3;1400.51
0;0;4;1486.084
0;0;5;1569.781
0;0;6;1659.805
0;0;7;2320.421
0;0;8;2342.514
0;0;9;1908.043
0;0;10;1952.516
0;0;11;1910.006
0;0;12;1834.601
0;0;13;1738.04
0;0;14;1678.46
0;0;15;1857.593
0;0;16;1836.548
0;0;17;1555.324
0;0;18;1573.675
0;0;19;1558.273
0;0;20;1710.193
0;0;21;1691.51
0;0;22;1683.351
0;0;23;1584.976
0;0;24;1644.605
0;0;25;1643.048
0;0;26;1649.452
0;0;27;1648.085
0;0;28;1640.093
0;0;29;1625.092
0;0;30;1902.421
0;0;31;1927.942
0;0;32;1640.547
0;0;33;1653.96
0;0;34;1624.017
0;0;35;1587.492
0;0;36;1670.627
0;0;37;1457.931
0;0;38;1418.719
0;0;39;1395.917
0;0;40;1380.423
0;0;41;1361.073
0;0;42;1554.267
0;0;43;1560.513
0;0;44;1569.767
0;0;45;1533.043
0;0;46;1305.386
0;0;47;1347.366
0;0;48;1442.452
0;0;49;1448.096
0;0;50;1456.769
0;0;51;1489.977
0;0;52;1497.142
0;0;53;1484.246
0;0;54;1452.232
0;0;55;2004.492
0;0;56;1989.197
0;0;57;1445.367
0;0;58;1409.255
0;0;59;1370.019
0;0;60;1258.604
0;0;61;1167.04
0;0;62;1101.747
0;0;63;1268.877
0;0;64;1258.226
0;0;65;988.233
0;0;66;1001.328
0;0;67;1008.311
0;0;68;1151.429
0;0;69;1165.027
0;0;70;1195.894
0;0;71;1086.532
0;0;72;1191.163
0;0;73;1226.336
0;0;74;1275.235
0;0;75;1323.018
0;0;76;1375.607
0;0;77;1414.369
0;0;78;1466.051
0;0;79;2102.414
0;0;80;2127.708
0;0;81;1585.524
0;0;82;1580.736
0;0;83;1540.595
0;0;84;1470.632
0;0;85;1407.765
0;0;86;1331.071
0;0;87;1482.149
0;0;88;1458.363
0;0;89;1203.358
0;0;90;1197.775
0;0;91;1200.549
0;0;92;1344.792
0;0;93;1339.027
0;0;94;1350.041
0;0;95;1204.733
0;0;96;1264.186
0;0;97;1269.856
0;0;98;1273.695
0;0;99;1275.029
0;0;100;1263.551
0;0;101;1267.192
0;0;102;1595.637
0;0;103;1628.963
0;0;104;1331.459
0;0;105;1308.282
0;0;106;1278.236
0;0;107;1210.908
0;0;108;1304.434
0;0;109;1139.918
0;0;110;1132.967
0;0;111;1119.861
0;0;112;1121.87
0;0;113;1086.792
0;0;114;1273.25
0;0;115;1289.794
0;0;116;1275.708
0;0;117;1283.934
0;0;118;1029.952
0;0;119;1043.683
0;0;120;1070.928
0;0;121;1044.392
0;0;122;1012.309
0;0;123;987.282
0;0;124;972.772
0;0;125;952.785
0;0;126;1244.503
0;0;127;1240.518
0;0;128;936.548
0;0;129;941.812
0;0;130;891.774
0;0;131;845.277
0;0;132;1006.29
0;0;133;850.528
0;0;134;824.805
0;0;135;808.413
0;0;136;827.252
0;0;137;824.802
0;0;138;1047.821
0;0;139;1085.472
0;0;140;1113.429
0;0;141;1079.382
0;0;142;860.637
0;0;143;915.813
0;0;144;986.914
0;0;145;986.846
0;0;146;1012.954
0;0;147;1031.808
0;0;148;1044.186
0;0;149;1078.319
0;0;150;1422.446
0;0;151;1469.208
0;0;152;1217.076
0;0;153;1242.395
0;0;154;1239.397
0;0;155;1202.2
0;0;156;1240.855
0;0;157;1049.388
0;0;158;997.904
0;0;159;943.911
0;0;160;909.68
0;0;161;933.422
0;0;162;1101.986
0;0;163;1149.117
0;0;164;1192.552
0;0;165;1192.949
0;0;166;984.836
0;0;167;1034.795
0;1;0;1147.245
0;1;1;1168.606
0;1;2;1218.807
0;1;3;1252.666
0;1;4;1274.535
0;1;5;1307.833
0;1;6;1654.797
0;1;7;1707.993
0;1;8;1415.665
0;1;9;1447.768
0;1;10;1443.212
0;1;11;1420.788
0;1;12;1473.958
0;1;13;1249.232
0;1;14;1177.785
0;1;15;1086.881
0;1;16;1054.622
0;1;17;1066.957
0;1;18;1316.971
0;1;19;1320.598
0;1;20;1350.871
0;1;21;1377.497
0;1;22;1161.074
0;1;23;1230.887
0;1;24;1301.412
0;1;25;1303.505
0;1;26;1334.05
0;1;27;1339.814
0;1;28;1363.368
0;1;29;1370.834
0;1;30;1724.423
0;1;31;1735.506
0;1;32;1446.539
0;1;33;1448.896
0;1;34;1432.403
0;1;35;1407.936
0;1;36;1522.425
0;1;37;1354.014
0;1;38;1289.524
0;1;39;1270.496
0;1;40;1237.087
0;1;41;1225.024
0;1;42;1370.413
0;1;43;1366.438
0;1;44;1374.159
0;1;45;1374.888
0;1;46;1095.014
0;1;47;1145.392
0;1;48;1230.084
