Support_Year;Cluster;Timestep;Heat_Demand_kW
0;0;0;64.064
0;0;1;80.968
0;0;2;90.052
0;0;3;103.752
0;0;4;108.899
0;0;5;115.543
0;0;6;125.364
0;0;7;218.142
0;0;8;196.668
0;0;9;99.137
0;0;10;92.736
0;0;11;85.038
0;0;12;75.977
0;0;13;65.138
0;0;14;62.332
0;0;15;91.716
0;0;16;68.275
0;0;17;32.677
0;0;18;31.579
0;0;19;31.83
0;0;20;52.763
0;0;21;60.267
0;0;22;76.418
0;0;23;70.175
0;0;24;86.091
0;0;25;94.382
0;0;26;110.766
0;0;27;127.267
0;0;28;137.299
0;0;29;150.246
0;0;30;197.576
0;0;31;183.568
0;0;32;119.372
0;0;33;101.008
0;0;34;97.634
0;0;35;71.214
0;0;36;115.511
0;0;37;111.761
0;0;38;82.654
0;0;39;65.941
0;0;40;54.025
0;0;41;49.192
0;0;42;80.478
0;0;43;69.326
0;0;44;75.475
0;0;45;83.047
0;0;46;66.492
0;0;47;70.081
0;0;48;98.644
0;0;49;116.101
0;0;50;127.338
0;0;51;139.393
0;0;52;153.643
0;0;53;157.548
0;0;54;161.534
0;0;55;229.266
0;0;56;223.452
0;0;57;147.935
0;0;58;125.587
0;0;59;107.892
0;0;60;73.153
0;0;61;69.76
0;0;62;52.634
0;0;63;82.329
0;0;64;76.529
0;0;65;38.691
0;0;66;38.057
0;0;67;27.24
0;0;68;57.298
0;0;69;62.148
0;0;70;70.749
0;0;71;69.332
0;0;72;89.089
0;0;73;102.205
0;0;74;118.686
0;0;75;131.721
0;0;76;145.259
0;0;77;156.174
0;0;78;154.857
0;0;79;219.205
0;0;80;206.881
0;0;81;96.566
0;0;82;62.398
0;0;83;35.254
0;0;84;25.167
0;0;85;23.626
0;0;86;18.557
0;0;87;56.69
0;0;88;50.058
0;0;89;13.212
0;0;90;12.809
0;0;91;14.062
0;0;92;30.808
0;0;93;37.139
0;0;94;39.137
0;0;95;20.278
0;0;96;28.56
0;0;97;38.278
0;0;98;49.768
0;0;99;60.68
0;0;100;77.501
0;0;101;91.038
0;0;102;144.027
0;0;103;125.958
0;0;104;60.182
0;0;105;32.72
0;0;106;16.801
0;0;107;17.629
0;0;108;34.683
0;0;109;19.981
0;0;110;15.328
0;0;111;16.079
0;0;112;17.303
0;0;113;20.014
0;0;114;45.132
0;0;115;42.192
0;0;116;42.77
0;0;117;47.463
0;0;118;8.687
0;0;119;8.706
0;0;120;11.576
0;0;121;19.199
0;0;122;24.842
0;0;123;32.914
0;0;124;39.257
0;0;125;46.822
0;0;126;94.188
0;0;127;103.814
0;0;128;62.953
0;0;129;62.969
0;0;130;53.11
0;0;131;43.343
0;0;132;49.964
0;0;133;21.911
0;0;134;19.321
0;0;135;20.545
0;0;136;19.426
0;0;137;19.033
0;0;138;44.463
0;0;139;43.615
0;0;140;44.524
0;0;141;46.359
0;0;142;24.418
0;0;143;34.54
0;0;144;48.755
0;0;145;54.957
0;0;146;60.758
0;0;147;68.808
0;0;148;77.918
0;0;149;84.64
0;0;150;136.816
0;0;151;132.111
0;0;152;86.255
0;0;153;72.928
0;0;154;65.426
0;0;155;55.55
0;0;156;61.832
0;0;157;31.838
0;0;158;25.66
0;0;159;20.545
0;0;160;17.773
0;0;161;16.196
0;0;162;40.749
0;0;163;42.16
0;0;164;44.857
0;0;165;45.937
0;0;166;11.174
0;0;167;17.485
0;1;0;6.977
0;1;1;7.181
0;1;2;5.651
